"ID"	"X"	"Y"	"L"
4745	17.46	3.75	10.48
4746	6.05	8.81	26.24
4747	5.16	14.03	6.37
4748	18.71	9.68	48.93
4749	0.36	4.43	90.19
4750	16.51	8.18	76.73
4751	18.53	3.88	10.37
4752	11.16	3.34	18.45
4753	16.7	8.23	82.41
4754	14	7.31	96.09
4755	15.69	7.44	50.69
4756	0.64	14.98	10.63
4757	9.6	14.43	84.76
4758	11.47	4.47	83.77
4759	9.93	2.01	16.45
4760	19.26	3.41	90.81
4761	14.34	12.86	99.67
4762	11.66	5.29	42.28
4763	1.33	5.02	82.17
4764	11.77	7.33	72.18
4765	9.02	1.71	19.86
4766	9.07	7.74	67.73
4767	0.73	5.28	61.72
4768	12.7	11.26	70.23
4769	8.66	9.69	9.15
4770	13.54	3.01	33.25
4771	13.91	13.64	70.11
4772	14.39	7.98	49.79
4773	8.74	14.73	29.53
4774	5.91	8.21	43.92
4775	8.09	6.59	96.28
4776	15.05	0.08	10.3
4777	17.85	7.79	55.05
4778	8.51	1.24	99.84
4779	1.27	2.97	90.79
4780	19.71	2.18	10.66
4781	11.33	2.31	43.91
4782	18.65	14.02	90.33
4783	15.87	8.17	69.95
4784	6.66	11.83	52.57
4785	12.81	5.08	71.01
4786	3.62	12.51	10.24
4787	16.86	5.04	69.28
4788	14.43	7.22	85.72
4789	14.22	0.78	20.32
4790	9.96	12.3	50.78
4791	10.33	14.22	72.35
4792	14.58	0.77	75.83
4793	3.18	12.17	10.31
4794	10.47	5.99	54.2
4795	19.68	3.44	10.07
4796	16.94	6.72	80.5
4797	1.05	0.28	90.17
4798	7.08	1.43	28.72
4799	9.74	4.65	29.39
4800	3.15	8.42	20.1
4801	9.99	4.14	77.43
4802	15.43	6.25	90.34
4803	15.64	11.79	90.39
4804	3.89	10.97	10.81
4805	11.17	5.04	60.5
4806	19.01	0.97	10.82
4807	16.4	0.5	90.25
4808	8.16	2.76	32.87
4809	2.5	3.11	90.76
4810	6.29	1.09	80.82
4811	10.66	5.39	93.7
4812	8.38	11.35	69.16
4813	4.98	14.92	10.62
4814	19.79	9.14	1.6
4815	7.26	5.14	73.08
4816	9.61	6.53	93.31
4817	8.91	10.05	29.69
4818	6.89	2.16	97.21
4819	6.46	14.49	73.59
4820	3.17	9.06	5.79
4821	5.98	13.7	43.8
4822	16.36	11.08	90.26
4823	2.18	3.04	90.54
4824	9.78	5.51	39.71
4825	12.88	14.93	15.44
4826	11.1	9.08	79.72
4827	4.8	9.67	79.43
4828	4.12	2.86	90.89
4829	13.15	6.12	49.81
4830	9.71	6.66	96.74
4831	4.45	5.98	79.9
4832	5.23	0.57	13.03
4833	11.12	14.04	61.7
4834	12.88	11	20.19
4835	16.64	0.07	10.28
4836	4.16	3.22	90.75
4837	6.12	13.52	69.44
4838	13.11	0.99	0.56
4839	18.22	1.85	90.83
4840	0.32	7.26	22.24
4841	11.62	12.62	27.69
4842	14.4	12.74	70.77
4843	18.62	0.74	10.8
4844	0.85	5.85	79.51
4845	9.01	14.12	54.96
4846	5.86	11.87	68.63
4847	6.91	5.6	24.68
4848	16.95	6.69	11.86
4849	10.02	7.71	23.11
4850	5.71	13.52	12.79
4851	12.85	14.28	37.12
4852	2.84	13.64	10.97
4853	3	0.28	90.89
4854	18.99	6.57	15.94
4855	19.98	11.02	90.11
4856	6.46	10.01	92.43
4857	10	3.25	1.31
4858	1.76	4.86	90.66
4859	13.45	4.15	1.34
4860	6.98	14.71	79.36
4861	5.88	11.05	6.2
4862	14.37	8.97	98.25
4863	5.33	4.66	89.43
4864	15.6	5.61	39.2
4865	13.72	8.87	97.45
4866	14.53	5.62	18.32
4867	10.43	7.21	77.03
4868	10.58	2.19	16.62
4869	17.22	4.61	90.27
4870	7.66	4.79	52.56
4871	12.87	2.64	10.07
4872	2.32	13.21	10.08
4873	0.98	13.33	10.59
4874	5.84	6.52	94.22
4875	15.11	0.32	90.8
4876	17.28	14.37	90.23
4877	4.32	0.52	90.61
4878	6.44	8.51	97.77
4879	8.49	3.86	86.36
4880	9.43	2.32	30.62
4881	4.27	9.81	22.81
4882	10.05	10.11	71.9
4883	5.08	6.51	73.3
4884	1.63	13.48	10.12
4885	11.39	6.88	58.78
4886	6.28	0.36	53.63
4887	8.6	8.82	15.67
4888	18.6	1.16	90.1
4889	6.01	1.94	52.74
4890	17.37	5.57	92.05
4891	15.66	1.04	90.71
4892	13.95	3.11	97.96
4893	2.67	14.66	10.82
4894	8.75	2.38	50.59
4895	19.61	1.43	90.48
4896	4.2	4.28	90.86
4897	17.41	0.08	10.91
4898	19.19	14.93	90.8
4899	4.96	14.98	10.17
4900	18.7	4.22	10.51
4901	0.23	14.69	10.86
4902	9.46	6.01	55.16
4903	14.85	5.71	31.16
4904	10.25	3.73	11.16
4905	14.88	13.98	17.61
4906	17.58	7.84	58.76
4907	5.45	9.59	66.8
4908	0.93	13.51	10.88
4909	15.73	6.28	74.67
4910	0.9	13.24	10.11
4911	1.67	10.14	10.06
4912	14.07	13	56.62
4913	19.14	10.93	90.04
4914	1.78	10.6	10.51
4915	16.34	5.76	28.7
4916	4.27	1.71	90.83
4917	19.39	6.18	33.07
4918	8.59	13.79	28.25
4919	12.91	10.56	28.73
4920	16.27	9.74	54.97
4921	10.67	5.59	2.86
4922	3.56	4.32	90.88
4923	17.36	13.49	90.49
4924	1.79	12.21	10.24
4925	1.42	14.32	10.34
4926	14.13	2.41	73.48
4927	9.46	9.98	75.6
4928	4.47	5.58	80.03
4929	5.9	1.82	43.41
4930	18.59	3.66	90.52
4931	4.73	6.89	24.2
4932	2.18	2.55	90.84
4933	19.5	10.98	90.06
4934	18.94	14.99	90.91
4935	16.68	0.87	10.56
4936	4.7	6.94	44.5
4937	1.04	3.02	90.41
4938	14.42	7.28	96.77
4939	12.33	1.72	70.74
4940	11.76	8.45	52.58
4941	8.06	2.5	57.33
4942	13.42	10.12	46.42
4943	1.14	5.81	74.82
4944	5.04	9.15	9.76
4945	8.28	2.6	50.46
4946	17.04	10.45	90.41
4947	15.18	0.53	10.6
4948	10.12	0.51	39.63
4949	11.75	12.36	72.52
4950	16.45	10.41	90.33
4951	16.45	2.68	90.62
4952	7.97	10.2	39.88
4953	15.65	7.95	0.43
4954	8.8	10.39	60.22
4955	12.57	13.54	96.01
4956	13.04	10.7	81.07
4957	10.26	11.43	68.7
4958	11.73	5.08	14.17
4959	14.36	12.87	25.04
4960	0.17	4.89	90.17
4961	3.15	3.74	90.51
4962	0.86	8.87	61.56
4963	9.85	12.59	32.87
4964	9.15	10.91	92.07
4965	12.47	13.61	30.21
4966	17.35	9.78	92.4
4967	7.68	3.56	17.32
4968	7.86	6.45	5.53
4969	0.03	12.76	10.79
4970	10.24	1.78	86.71
4971	18.31	1.24	90.48
4972	13.61	3.21	43.61
4973	4.2	5.11	27.77
4974	1.13	9.42	74.62
4975	17.47	8.41	97.77
4976	13.41	0.37	37.64
4977	10.02	10.04	8.74
4978	0.66	13.19	10.24
4979	19.99	4	10.93
4980	15.59	5.24	5.88
4981	12.38	12.26	61.36
4982	18.47	1.34	90.57
4983	17.23	5.86	75.9
4984	13.21	3.99	36.54
4985	6.19	13.81	23.4
4986	4.75	10.83	10.37
4987	14.73	7.43	66.06
4988	7.94	12.41	85.97
4989	12.2	7.22	26.9
4990	13.41	9.85	94.38
4991	5.87	6.08	80.17
4992	3.25	8.63	76.78
4993	13.55	0.72	4.29
4994	14.57	12.93	52.83
4995	8.32	11.92	73.81
4996	11.11	7	57.94
4997	10.86	11.99	68.25
4998	11.75	10.18	11.09
4999	0.46	3.07	90.49
5000	6.61	8.4	8.19
